utc_date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
2022-01-01,0.4739322831085206,0.5015877625525382,0.5266090290678315,0.5323627313254256,0.5366497976212387,0.5399076785347691,0.5467142752108305,0.5459068370562616,0.5445021951539268,0.5420866844476132,0.5349893732889692,0.5298647876286465,0.528600430935564,0.5261353693378636,0.5226300448967556,0.5038141509650613,0.4574647654408391,0.3921878122558782,0.3602511779529733,0.3460428941269881,0.34220591383896326,0.34536194129628656,0.3601150973484529,0.40535804633648576,0.501414853501953,0.5559581010940696,0.5867770738170579,0.5873762277201167,0.5921043196085257,0.5980988946975562,0.6075116175243003,0.6046029815540699,0.6011531849973706,0.5960721631584233,0.5861827832930343,0.5800582536649803,0.5721330745926114,0.5682564191786262,0.5627741803237826,0.5463382700185334,0.48035294425447583,0.40085064889135114,0.379430744140461,0.36551507349630546,0.3677686765119325,0.3727212233793622,0.3898733654182686,0.43614264159552746,0.5366563600384985,0.5884930414478726,0.6140043708250165,0.615029544378523,0.6216461419870088,0.6283597064800741,0.6361130624526931,0.6415108321645734,0.6421679156416348,0.6385998906398151,0.6361064363477965,0.6351485885055493,0.6339895043555335,0.633840449933099,0.6351845233903746,0.6227619640295263,0.558940567428105,0.4947380205668124,0.4639660083670585,0.456287245990027,0.45309425464821346,0.4553488518282859,0.4702340638155871,0.5058077365865324,0.5838869602992249,0.6195005938413194,0.6347884579484757,0.6314294741399622,0.6356250305664667,0.6423949799506669,0.6479947435450151,0.6476014463981303,0.6450242204408252,0.6453356541724606,0.6464055078310768,0.6457110640443057,0.6462379655622487,0.647265390666791,0.6446542452487448,0.6417580047723953,0.5825854773692909,0.5196827892808064,0.48377389659459147,0.4706254343392963,0.4660227016199127,0.4683891584716006,0.47711249210950657,0.502265867236369
2022-01-02,0.4956196418617576,0.5506090800613362,0.578424857839288,0.5776224472513978,0.5829514416795375,0.592235445196663,0.5978687711810992,0.6032418853902617,0.6051446218661538,0.6072619612092331,0.6079545415387559,0.6068924426799613,0.6053049158326071,0.6046603027305661,0.602889026930009,0.5818486938059992,0.48890632883609936,0.40006660702228497,0.3745739051479051,0.36274474631737175,0.36437789721067443,0.3703544645587661,0.38433263613172325,0.425875580294225,0.5239117196889207,0.5853266633649399,0.613244811083008,0.617548403166763,0.623667672042797,0.6313464166501865,0.642306382018701,0.6512972120873871,0.6551878510459241,0.6565516043733315,0.656038083567901,0.6556149124302304,0.6525564125643001,0.6506023355004473,0.6470359259786805,0.6330345089655479,0.5706012049277888,0.5007318590836702,0.4602381531765252,0.4455453944824919,0.4441070230247958,0.4482185825182342,0.46012660660237836,0.49750163441599426,0.5850958591934956,0.6234453500530049,0.6309498941156159,0.628814272762977,0.6285077691659191,0.6361809585223901,0.6432915762297226,0.6460363432673485,0.6495300603581817,0.6512859273966614,0.6486444403793201,0.6483024932608071,0.6487094975127607,0.6473864326275317,0.6449021598274945,0.642978644281306,0.5894990215116973,0.5178226785366005,0.4867013541122525,0.4694625369375213,0.4620234057838246,0.4597340514978118,0.4590805869114416,0.4862891377257432,0.5794747132819951,0.6156137864858093,0.6410022438017838,0.6360727212847703,0.6413147864368596,0.6440224830374958,0.6463490279532045,0.6552675517234584,0.6561285785689667,0.6565648464901382,0.6550939883306679,0.6517592663454079,0.6492786401676306,0.6484210148724863,0.6482586694338254,0.6466503742471266,0.5869424624222089,0.5174069798814215,0.4774748107123752,0.46744717194842117,0.46613506757648376,0.46782831661278107,0.47575680499043493,0.5076164277555784
2022-01-03,0.4772536058896316,0.5525094285430507,0.5818198798635313,0.5828633171142266,0.5897809940988376,0.5951469796269014,0.6031094012772099,0.6075135106570407,0.6087386749187758,0.6104523242612894,0.6152747190100473,0.6195551851659612,0.6241986614954376,0.626978165772825,0.6265534115957959,0.6105551346462811,0.5267292162817777,0.46308952636609624,0.4364541337005794,0.4202700479786816,0.4216697864337276,0.4223969519436103,0.4327670714023586,0.4655292853919171,0.5491327590877323,0.5776259931231842,0.6009007130747265,0.5984605294985516,0.603534562319222,0.6110007519178885,0.6177176352472291,0.6152210709180674,0.6154423095693392,0.615190174883556,0.6165384403233036,0.6168053505055484,0.6184657681469382,0.6218699929929352,0.6183778723226383,0.6036331956715362,0.5506802284537439,0.48046555006063396,0.4530409974119578,0.4400176916771047,0.4321560306659901,0.42794267038618317,0.43338990299031654,0.4633951850093209,0.5403126528156684,0.584748032877581,0.6221253802023796,0.6171301364548942,0.619831569770747,0.6240297432257575,0.6255684962327976,0.6294534498280323,0.6313231452554962,0.6346713850182588,0.63548134772001,0.6358934548595474,0.6364650818299533,0.6367599634955686,0.6311449561663581,0.6266276040741753,0.5635141031081972,0.4858833506876361,0.4636466658614922,0.45238781870931666,0.4504545447832604,0.4473418247742047,0.455276920073408,0.4898841238977117,0.5838606656077167,0.6300447605487977,0.6519984343198915,0.6468016996411597,0.650755811807947,0.6562871693452551,0.6599199834243702,0.6604715257603173,0.6590743991798271,0.656847097158463,0.6539139628977366,0.6500562625281893,0.6480411968567769,0.6490791321467441,0.6452534296525356,0.6372350404212499,0.5750528464793058,0.5109932653623215,0.47743227374620745,0.4611178230565599,0.45567922460252247,0.46078775538221445,0.4677110338662103,0.508481287146098
2022-01-04,0.49823696244109356,0.5446920560912527,0.571445102627957,0.5654589873074163,0.5681608309073377,0.5748437714496979,0.5802692374422843,0.5753059331317522,0.5730399537501855,0.5673577301346181,0.5676724898707928,0.568372232472783,0.5709624834730178,0.5708393132011202,0.5667059738458325,0.5635211460330248,0.5038836307390806,0.4339604899431176,0.40259508439093944,0.38587436452363316,0.38263795419795804,0.38458878734122637,0.39206901259801047,0.4288831291872002,0.5086188929497172,0.5723113744480789,0.604917746688338,0.6030359177076153,0.6053748445459546,0.607714832034541,0.6075386825978722,0.6087231892725365,0.6091488010654605,0.6083931872422164,0.6079925602952839,0.607526536429839,0.6085511587583272,0.6100702199624605,0.608278889111902,0.5937958359473893,0.5356177137294956,0.4553185243060922,0.43332319586474116,0.4219499289358222,0.41995796602303476,0.42161441502085556,0.4310111506025668,0.470343208221432,0.5595846041132169,0.5963894969618314,0.6217134190502669,0.6230934828845041,0.6281629053309221,0.6369990478998415,0.6402965479482153,0.6394735380247776,0.6378430721386237,0.6360470766274504,0.6348196033557286,0.6362726800172378,0.6356466950276437,0.6375331695282042,0.6346573708844231,0.6193844647666609,0.5507578781596805,0.4755322110934582,0.44568662668772013,0.43781633107449236,0.43851308484935,0.4397255604365843,0.45224419167525187,0.4862004527280929,0.5587321565890692,0.5944358369842965,0.5978653622075137,0.5993691986976282,0.6090607400373228,0.6149252406894764,0.6224412762877908,0.6218334330487143,0.6185439349354308,0.6157546150326452,0.6145686670047968,0.6147878592818202,0.6119751530227743,0.6108365208534826,0.6071801527557946,0.5930951666791489,0.5338670077422585,0.45416109450837744,0.42093533379314585,0.40207545958336405,0.3942834747416662,0.3923576309762588,0.3935087688346815,0.4078380678822503
2022-01-05,0.4609618544374863,0.5264077326699206,0.5590843188642886,0.5619833296106843,0.566522491668242,0.5668082440080392,0.5659605654417162,0.5648979849842408,0.5634622394507117,0.5650394234397277,0.5687670278854633,0.5684742205600996,0.5681981821978048,0.5670782998457939,0.5683836089360413,0.553797263281223,0.48186818311449714,0.3968002827571843,0.3682910187161367,0.36083367001123695,0.36047987998106334,0.36288722199988477,0.3730719531846098,0.40944457538067486,0.505156287822926,0.562935056167927,0.5921914254512884,0.5933154910356557,0.5984994691456602,0.6081149478536048,0.6089843567552107,0.6060396244379326,0.6041271155604101,0.603733232931528,0.6058011838091297,0.6064128497409134,0.606986800818349,0.607957684189847,0.6019691875085992,0.5887126668369651,0.5225346025649111,0.45121802841814185,0.4250118247532909,0.4156668752376263,0.41602972802220856,0.41816879564129494,0.4310316089417107,0.4687425405354701,0.5432087096091056,0.5858760037197999,0.5967146168132726,0.5943432026592713,0.5972940722987319,0.6022493917892296,0.6076196213827207,0.6051312490969446,0.6054788994939672,0.6053024059443225,0.6060210878798519,0.6059072904044736,0.6038570219388874,0.6028982144562564,0.5965650198676443,0.5835507971594274,0.5228832315500067,0.431221525595686,0.3992126771295516,0.390397593150383,0.3840957883520494,0.3837067866330049,0.39143148544913103,0.4103478007526341,0.4737058590118358,0.5072885454527115,0.5336582408664424,0.54015471036569,0.5371186444775756,0.535577703946645,0.5334409772358384,0.5275592165238902,0.5222923559445803,0.5146488956582881,0.514609429015493,0.5152062956223703,0.5178269413997071,0.5210112926411077,0.5252863368838392,0.5096100068245785,0.42808537769140104,0.3458028592859208,0.32785404632095966,0.320065015294833,0.32404706182036425,0.32824424661128054,0.34774238319933193,0.3850117323149433
2022-01-06,0.5210084081216669,0.5754660831024594,0.6129353301155336,0.6138979237719457,0.619772142517899,0.6290502384211432,0.6343551489288687,0.63373778933311,0.6293160938824384,0.6261389367105973,0.6247989780804121,0.6226087357630397,0.6169570389403736,0.6158216580648869,0.6144161483636204,0.5982021740702106,0.5370562830946981,0.46907617441567334,0.4464108696998111,0.4370184538677937,0.43304900057860923,0.4314143112763336,0.4454937668139103,0.4818266686900978,0.5454533362274588,0.5999938193146491,0.6070376434766337,0.6070651972867158,0.6145713724982771,0.6222100591299589,0.628356984283201,0.6247345904696162,0.6217495956355258,0.619186437933453,0.616277119193623,0.61407514350303,0.6108133608048536,0.6107139999730768,0.6085011038146926,0.5935838016539757,0.5268490756574941,0.4469756944733211,0.41062812595137305,0.39352536791697235,0.3832898676762119,0.3801792370577318,0.37698441891530726,0.3980374552029434,0.46548169863817523,0.5041922793538082,0.531509633164777,0.537615432007118,0.5371789647602302,0.5386218219220844,0.5428089859050687,0.5479237402144554,0.5432077587345138,0.5436036427713946,0.5460992652765858,0.5470003814086284,0.548216263433806,0.5496670657538957,0.5392159105809574,0.5264130366807758,0.4555005952075275,0.3628241094419188,0.3347862282513392,0.32574723212885487,0.3279843384211172,0.33011737941263075,0.3447505079600623,0.3763160126789364,0.47621136584413465,0.5370849137747536,0.5697266248789886,0.5722680988451019,0.57704548120382,0.583940734912846,0.5908361290868264,0.5900960872092766,0.5883471723368718,0.5894740556412696,0.5887077791965569,0.5891187930934356,0.5883441490394136,0.5873427443684603,0.5847679285179068,0.5767476386947968,0.4766207328373481,0.3813476110051505,0.3523493864460287,0.34381932520315006,0.34609637534099924,0.34889671610886225,0.35851832123975536,0.39733305869195157
2022-01-07,0.4997044993898223,0.5707326503237917,0.587799836242104,0.5881494891379908,0.5943725170924179,0.6008941524137683,0.6060243294236387,0.6068674221281688,0.604888512107623,0.6035261505442846,0.6017399550162762,0.6018084522904263,0.5996384215374162,0.5968089933395774,0.5949204454796815,0.5885097252794641,0.5202228872373155,0.4257588320936209,0.3873124921432567,0.3734846949197142,0.37335990251290463,0.3686197333884676,0.3693719081721766,0.3941573995972184,0.47125176667004026,0.5118953750148131,0.545443892547681,0.5480293341966881,0.5506333408155961,0.5520919253195963,0.5550742213774268,0.5507154965771278,0.5443053388304415,0.5410848800429718,0.5368206659929061,0.5324930343974844,0.532595941543289,0.5336769635992894,0.5304120936842005,0.5181294721182419,0.4445707402562089,0.35999348083564947,0.3326908001142089,0.3208853204937251,0.3165766376990324,0.31705423065108085,0.3264990710636088,0.3653893518303442,0.4657658332483665,0.5329710808891411,0.565006658113609,0.5686378295368595,0.5730108542128164,0.5783572365969293,0.5842306407299078,0.5859905987785251,0.5848664708033994,0.580283185356604,0.5762397884787094,0.572871772036309,0.573059116942267,0.5707587459036046,0.5705227286044994,0.5589065249125141,0.45801475554907545,0.368851234879277,0.34063295284957257,0.3286581288459003,0.326986203307659,0.3299570080090653,0.3449677907990731,0.3832420442008296,0.4988893476692861,0.5614837320380758,0.5787366824044294,0.5800930857753124,0.5845976157252435,0.5931256286698275,0.5989488951641118,0.603271627493089,0.6051714421601011,0.606897577384031,0.6070294673050111,0.6075661070981813,0.6066404008627222,0.6062108349688201,0.6070836581776182,0.5938520014807813,0.5268599307321713,0.4679443303074844,0.44823019422466304,0.4407200494425832,0.44638370496861596,0.4503171976885602,0.46104814587846765,0.49042513652797576
2022-01-08,0.4563273082121671,0.5032533843235831,0.5310894781768872,0.5344871602677636,0.5341478696287735,0.5319017872134194,0.5302551092742491,0.5191489905101385,0.5073862223266055,0.49777552692895655,0.49465646241940425,0.49422619491168895,0.49674799848676665,0.5003117307652428,0.5030170688273423,0.4772898044549198,0.3961872670753467,0.31581389667635595,0.2962883518877703,0.2921442764535524,0.29343669515491094,0.3020997930480799,0.31341796816502615,0.3483698472028256,0.43267938040703635,0.5206427821721286,0.5558497156725938,0.5600590472478909,0.5692687674420572,0.5747522051806645,0.573832442938869,0.5681608795604526,0.5621925547052996,0.5594259374352452,0.5559564031728823,0.5534462737497173,0.5541197847054224,0.5554405329869542,0.5469161666479567,0.5239421010018656,0.44274687153812736,0.3541144863984296,0.33234333487485335,0.3196735211999252,0.31740123414529414,0.31751093945548187,0.3293263907851897,0.37205771814191774,0.4839431911144998,0.5545470192268879,0.5732899372592319,0.5720095282214548,0.5755919057462348,0.5769795153045612,0.5779535799109384,0.5745924932109385,0.5666914787786278,0.5634809095070505,0.560504063762189,0.5577554152834602,0.55600730387464,0.5544465129869552,0.5534414929972317,0.5432545902724474,0.48181367873168796,0.4229741799309777,0.4062973458686193,0.40550656094993986,0.4060543513255191,0.4092842061138649,0.4212322064703231,0.4553176488592884,0.537733480355927,0.5731861628838041,0.5910129175683789,0.589994475966048,0.5918155470950609,0.5989713269808,0.6029963867868395,0.6029768205270652,0.6008392924654433,0.5958253678526858,0.5950472100433006,0.593762011138817,0.5922927027219556,0.5932623307223168,0.5885670735639954,0.5882972795826062,0.5412358630001579,0.4810668772317331,0.45639612218004094,0.44315442948183936,0.4400176619504206,0.4426150381570025,0.4490761119370168,0.4773757221467935
2022-01-09,0.43898553758977094,0.5021227493801297,0.5394024095238982,0.5451173719399922,0.5519395740846598,0.5583745513712677,0.5616935138466472,0.5538330081153584,0.5494466562027625,0.5459397932987093,0.544023106669992,0.5463585988223815,0.5446426655349396,0.547463908430096,0.5454275707977349,0.5237640328147587,0.4545040825133702,0.36126296008124276,0.33747803421528666,0.3283329233021788,0.32981612108260333,0.3360659292578255,0.3479924292023535,0.3777574772043891,0.48139377868044725,0.5450282796849416,0.572739551179779,0.5708175675337468,0.5711555676474644,0.5735241648254912,0.5715499133370758,0.569457310749806,0.5677401382312268,0.5646671236626807,0.5655831204480483,0.5680303163963195,0.5683801691597257,0.5692703433458162,0.5676558681105447,0.5572388847492472,0.49232017362492303,0.4279952925390037,0.4102195078121638,0.41331011471384077,0.41800333748444574,0.4214115329018739,0.43513167899584726,0.4665911722280595,0.5378187637339695,0.5733729228601407,0.590446468325574,0.5910318972040245,0.5952967545341946,0.6004990172215955,0.6041927334333358,0.606793866782296,0.6053011874991888,0.6024195294176834,0.6024981218615395,0.6033343383735222,0.6045992117538801,0.6049209354710001,0.602865889666387,0.5882512026348539,0.5510656632042544,0.471607473503742,0.44152184371068953,0.43051851651247575,0.4289148437011025,0.4250024481432034,0.4343969847192673,0.4653705880963971,0.549033582191946,0.5969428539797905,0.5995414297060667,0.600481502607139,0.6039416881924003,0.6087676230846589,0.6103994152581833,0.6125757240786988,0.6134086320967622,0.6128947815762832,0.6117953439790454,0.6132319516881445,0.6130656572807962,0.6143453944161625,0.6154038382813334,0.6077576576275705,0.5587443214827147,0.491324351010204,0.44654440506181886,0.4392712811442659,0.4358234790217167,0.4321115756519508,0.44015086807023557,0.4678656236476968
2022-01-10,0.402115989216303,0.5008345681039263,0.541089572305041,0.548162337202961,0.5522740689536502,0.560441380041147,0.5645331577437528,0.5654172854140624,0.5683178512662445,0.5695829036239863,0.5707916676841642,0.5722773977946767,0.5723806644683502,0.5737823641795757,0.5720043052184186,0.5595023953639535,0.4842201162248173,0.41874841274304553,0.39508275547997695,0.3927150084197211,0.3965705848691851,0.40086199306705683,0.4120820374184394,0.43542869297473186,0.5114352050427637,0.5439568392176617,0.5694883589472247,0.5745674325816382,0.5768533735527248,0.5787202452977938,0.5822010149698555,0.5802504345315844,0.5766887236079027,0.5729402104466434,0.5696492528759177,0.5690221936286901,0.5683537773107704,0.5686552633027655,0.5674868239138053,0.5539381082875617,0.49996132581558234,0.4373945067624995,0.40850270347080775,0.39791204948800674,0.39461070873848375,0.39592136512485776,0.4038246637818589,0.43134837273380244,0.5288469901517968,0.5812037132939507,0.5951330318676956,0.5984211924081695,0.6045487843519204,0.6107924121246315,0.6163036211431473,0.615411843709195,0.6135316957915298,0.6117122587446833,0.6124478652353035,0.6139488828787741,0.6141357403207902,0.6151249389278899,0.6092731586572538,0.5912226648052109,0.5534939202366198,0.480337415788298,0.4561264060182523,0.4443246160216075,0.4481729055547071,0.4480245575730906,0.4545836866016699,0.48009449173241403,0.5598701338500376,0.5844804606042159,0.6069426276875619,0.6106292426641128,0.6196568474118076,0.6289730298399304,0.634243292001262,0.6361256228391096,0.636402447233915,0.6358412580860595,0.6370596255716052,0.6381735543645793,0.636973436200548,0.6365152717845446,0.6309646488775821,0.6199915141067933,0.5572039737448198,0.49536129089807335,0.4695841378783456,0.46377102206479603,0.4658284129325819,0.4704448665401687,0.47962902166827426,0.5104047945168995
