utc_date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2022-01-01,0.4704918812441072,0.491853898740526,0.5224219757326332,0.5278232858053804,0.5304513974294267,0.5376070784204717,0.542250328168739,0.5469615975684603,0.550347899496819,0.5505213609664886,0.5498362882088984,0.5512237844084296,0.5539097320969506,0.5532185374156401,0.5462684533910652,0.5343205905775658,0.47518615149875404,0.3910358961743842,0.3567901931623931,0.3459453169326595,0.34270540707865565,0.343362175351466,0.3574977807705261,0.3981104701610243
2022-01-02,0.4777047285517549,0.5378697033858955,0.5639535515012708,0.5726426621359704,0.5776940022310679,0.5841933795494163,0.586832316745566,0.5890206768596312,0.5911466768405216,0.5894235034176819,0.5907359692923702,0.5919245558725209,0.593640323448308,0.5958483222984949,0.5949789273072754,0.5756993674886185,0.48116105102592854,0.40522365374215946,0.3780387204323394,0.36419353739833754,0.36202057989581576,0.3602139246147481,0.37425596188912474,0.40710981389382234
2022-01-03,0.4770128735523184,0.5423507207320944,0.5766050261351834,0.5723540537197762,0.5742673729130373,0.5805282504825804,0.5869774413071127,0.5896489756365536,0.5913094145576983,0.5905828321060157,0.589733321938672,0.5892683178112377,0.5886333256451289,0.5889677291722064,0.5895498915756624,0.575116009423857,0.4978753650230665,0.43252577085839566,0.4162130797529644,0.40644265074402336,0.4048542629683043,0.40484200360671335,0.41191827517635415,0.43396280066239845
2022-01-04,0.5001755812795791,0.5437264778073604,0.573261689040909,0.569135423208369,0.5681745390766102,0.5666683745316579,0.565902229800668,0.561390373292909,0.5566400498350599,0.5585390957815212,0.559714119544617,0.5605110181498144,0.5613054807285989,0.560118543551256,0.5553839128962815,0.5448262257770442,0.49129739278478973,0.4226711969544631,0.3963404511778715,0.3898921135668206,0.38256652121845414,0.3807837646472993,0.38524281442358804,0.41445500415456793
2022-01-05,0.463085519804194,0.5221990165247274,0.5656188256259197,0.5667040595786926,0.5687466987218707,0.5736970631412759,0.5739388580590159,0.5744624233322313,0.574836928085104,0.5742034842648208,0.572489954149877,0.5730475406403263,0.57306180904962,0.5735052999506077,0.5702518324957379,0.5623171755846259,0.5046214499731723,0.4343523375203086,0.4183030247476101,0.40751482011567275,0.4014500598933675,0.3982619220241288,0.40571063965688686,0.43193639656650146
2022-01-06,0.5213743883356117,0.5772389860494717,0.6112380990848416,0.6142220684888906,0.6204290205941249,0.629306452728635,0.6363648500880824,0.6359387484198671,0.6298923210155823,0.6270612852888049,0.6225284048605367,0.6179972006597498,0.6112666287226869,0.6129032596285554,0.6134074582254093,0.5967456423410464,0.5246731408846784,0.4422737205435812,0.42038620421186285,0.4098775952425792,0.40431618490576016,0.4061579028005411,0.4107673451811763,0.43913534419215194
2022-01-07,0.49794912713430556,0.5543844225631236,0.575527582010408,0.573077084652278,0.5764516313737214,0.5749184504610787,0.5693571631974544,0.5659003423565256,0.5614821593381165,0.5548185162025073,0.5508217586870985,0.5498228095733052,0.54634953587451,0.5459839903419416,0.5455843622296324,0.5374260198348012,0.4690527362273351,0.37566891698538507,0.3514955204880721,0.33960225866376526,0.3367152260653097,0.3346831790569672,0.33689959692644467,0.3633102417875481
2022-01-08,0.44898296600975335,0.4830061948388008,0.5208892076743,0.5235703325819765,0.526460992566592,0.5233052954393042,0.5213451751766958,0.5164644710058232,0.5125512428351057,0.511628313924782,0.508084130387119,0.5062947320353959,0.506377045966881,0.5069286234745587,0.5030607944865836,0.48584576014175657,0.3991772335197245,0.3154419713225022,0.28925474117163574,0.2868396670713631,0.28533264066341263,0.2877184087537802,0.29887381009188263,0.3275030998767922
2022-01-09,0.43465670683907276,0.5059397851175438,0.5318179652614103,0.5363959278159737,0.541019101460245,0.5465784150503951,0.5488563539350201,0.548465021282706,0.5472157213282681,0.5454666838614344,0.5442640993288438,0.5464766944004709,0.5456289703313274,0.5457980703325261,0.5451471667747997,0.5373334517708718,0.46315010776500015,0.3823501826514017,0.34999190296655547,0.34229348304838786,0.34243340919509085,0.3439118086663731,0.35108714022157483,0.38572082378587996
2022-01-10,0.4209016878642891,0.5168269376767436,0.5413617028092168,0.5445917745360165,0.5469498901317711,0.5512735538709411,0.5535049026360803,0.552988423803957,0.556329450706418,0.5587378886237326,0.5611530632260181,0.5645557859403791,0.5702095034599425,0.571716484977101,0.5715617120278372,0.5669960202453814,0.5359652777902791,0.4656056178673492,0.4408328549194695,0.4351920259235995,0.42752401793484784,0.42396981359051494,0.4268407822457208,0.4434717924132826
2022-01-11,0.5323418720270755,0.5503074204177214,0.5733957381134587,0.5756626392242292,0.575751320339044,0.5792632334553959,0.5837332937195501,0.5841164110953724,0.584433581414812,0.5865127066304269,0.5876369332245333,0.5886159086458214,0.5901901611197821,0.5891883487365588,0.58859899983822,0.5798685907615571,0.525844558256791,0.46488182262741307,0.4364939970447569,0.4190345570684755,0.40764864161991643,0.400772932300284,0.4079441494565351,0.4403794922662715
2022-01-12,0.5000083286321473,0.5736891395246879,0.5874808864612179,0.5882586652302372,0.5936056795312545,0.5995820301256544,0.6064127157078607,0.6083536695438201,0.6061875873369115,0.6047240204272382,0.6052315621452539,0.6055565779270619,0.6060268354083158,0.6063034867740621,0.6074934779491864,0.594706046056089,0.5562390428527738,0.48770718985039757,0.44767528534247536,0.429942094579013,0.4195380115178938,0.4166645765278763,0.4289154898611506,0.47002619400078516
2022-01-13,0.5423716135730363,0.5763978422492709,0.5933852322675167,0.5941700458819206,0.5988096163694063,0.6104211099178857,0.6187085936858466,0.6216814588462467,0.6217953509735046,0.6191984827511897,0.6180784277166705,0.614524024210955,0.6131608505455154,0.6139171342701607,0.6128188818400176,0.6082227348164227,0.5709096569325545,0.5112428237652772,0.47851200919352666,0.4561080456779524,0.45601521821906515,0.4581724993882034,0.4679627164201892,0.494542683031403
2022-01-14,0.5479915873598641,0.5664140322342988,0.5692203984746804,0.5663161373743877,0.567768515252466,0.5691629777805146,0.5712847897758768,0.5692280166846164,0.5668287780416797,0.5635810665971931,0.5652192867751133,0.5661878636394542,0.5664336438703329,0.5649220208056377,0.5610222511356349,0.5422993257728221,0.4858622321866677,0.44314784696485915,0.4153396136800739,0.38996445574890837,0.381300982741826,0.37985639492378775,0.38179806879435074,0.4083275519193785
2022-01-15,0.48392906460974566,0.5160112556149407,0.5322982555036254,0.5355930443505759,0.5353351097249713,0.536637250942949,0.5418805152992376,0.5432708568612745,0.5520665569321114,0.5561136959962354,0.5567225102266639,0.5586195095705107,0.5597374017674934,0.5581032903278403,0.5504378931170925,0.5321281369159319,0.4804729218852617,0.4215430189891917,0.39056576657892894,0.37587488389545565,0.3739351573763693,0.3756321581158891,0.38272098610412836,0.4213195524004827
2022-01-16,0.5489711085728933,0.5485852280905863,0.5605797307646098,0.552017938905718,0.5526157399250572,0.5623132213482182,0.572018731928304,0.5706496741231969,0.5688354308449663,0.5663560181180826,0.5658024817963505,0.5642798172396353,0.5619531005846978,0.5612299737546479,0.5538738275108758,0.5394503572725254,0.4686475053246255,0.39664208957692443,0.3678758621249954,0.35780567489196297,0.359573829995037,0.3683733711277706,0.38229023954506847,0.41316156329087556
2022-01-17,0.4687155270427238,0.5085965322154776,0.537085538776337,0.5451491525888784,0.553121566334173,0.5580530213395173,0.5640744706746761,0.5661526209466594,0.5674999941565341,0.566300680716386,0.5660710101750376,0.5669734452424847,0.5672959592663376,0.5647099931833994,0.5671114808697908,0.5555206178866117,0.4895462550379765,0.419559326489381,0.39043550749782396,0.3789828585047826,0.3743052629767594,0.3738502378862731,0.38699988008638514,0.4218321524897569
2022-01-18,0.5004824717064094,0.5357810680194194,0.5532220198977446,0.5552135278417449,0.5568404641358371,0.558752055300273,0.5585002449496397,0.5560763818411697,0.5523438114467258,0.5489470233426066,0.5464907867734812,0.5464396044005371,0.5442414316145787,0.5460512514778962,0.5449796982945054,0.53407250547511,0.45095735807100207,0.3668709740370254,0.344196054438838,0.3354755129150437,0.33502199085162443,0.33435892211775264,0.3372001281642449,0.3700479551621153
2022-01-19,0.384118966423558,0.4668585144436567,0.5275690041246401,0.5317157686507739,0.5329862857717137,0.5372303041512031,0.5381289477514748,0.5366534745524989,0.5367195564939522,0.5372696205375932,0.5378885403354375,0.536785694486299,0.5394126674002707,0.5406163329035308,0.5380338914749555,0.5258257941486527,0.4524998266609577,0.37766771860834736,0.350175682775737,0.34812839519905103,0.3448857289449994,0.3478892826717613,0.3565592555523944,0.39052762127685864
2022-01-20,0.42512049298423954,0.5118923738554848,0.5343409651245254,0.5468725307980601,0.5535985494830188,0.5597159632695896,0.5637524228678916,0.5636455775145537,0.5666088659238699,0.5652761850380483,0.5659759872498537,0.5661678541459827,0.5681081545250983,0.5665894455338665,0.5681479783776758,0.5567341008001965,0.4634284621900506,0.3854971971574067,0.35642492395813274,0.34801086670383397,0.34255587629599177,0.3412204573958449,0.3478420107810351,0.3710474134139048
2022-01-21,0.3540998256316044,0.46634826378662203,0.5084671213192437,0.5214943551651157,0.522529572717654,0.5266024007203324,0.5237872517575145,0.5222748277600755,0.5196233585125922,0.5150342427109317,0.5120627721090012,0.5144259608524114,0.5175438888290671,0.5198750244273969,0.5144362670571362,0.49220342374210485,0.40527860848089087,0.32168663318243557,0.2964316940239102,0.28778537665171033,0.28177933857042187,0.27747414942413823,0.2767865462298087,0.2937832160486809
2022-01-22,0.33900092889595634,0.4308135166628262,0.4850536065166096,0.4932221074197082,0.4936893370196117,0.4936294501905791,0.4852643549280101,0.47953520537741023,0.4730692028949307,0.47235127450321196,0.47430096311262243,0.47921107370179644,0.4824914455300102,0.4839543221384485,0.49372329299195145,0.47858405704132123,0.38271184837503863,0.2982878777063151,0.2760051610252027,0.2651015677984326,0.26233762399512406,0.26211205752955025,0.2670148780391039,0.2912318052587824
2022-01-23,0.3209968678665487,0.41178405990436634,0.47963097125736387,0.49942232597635,0.5072143424336957,0.5111975798059732,0.5236753311164382,0.5291994245578228,0.531227997815661,0.5379387407660343,0.5404607502488877,0.545391359022735,0.5483929486759305,0.55255302453672,0.5508443304893785,0.5356177108721785,0.4347350927961778,0.3486124002214244,0.32530392358166144,0.31828294032206916,0.31785688961465947,0.3191501953436514,0.3233548032580598,0.35234966847166976
2022-01-24,0.3749927812889337,0.5003457866169949,0.5371774758848832,0.546732102092353,0.5524713080263225,0.558882827022709,0.5590521207143715,0.5622110638560246,0.5608747191677441,0.5548741006436458,0.552488047907331,0.5516922441931807,0.5520241679164902,0.5509276594227472,0.5478281663838945,0.5230106430542667,0.4418316745409511,0.36416682815431817,0.34578728821193716,0.33818236181516903,0.3363399709454907,0.33343199378930327,0.3436610713484317,0.37425574723325405
2022-01-25,0.3903531962974792,0.5271718470684784,0.5527074408862745,0.557838687339513,0.5626677299077161,0.5703993604050065,0.5721655361426886,0.568946734093338,0.5682542344533047,0.5673993222214561,0.5658729619987587,0.5667120583353611,0.5667801029776351,0.565410966272288,0.5666004764736537,0.5544016465620166,0.46163890116385603,0.363745625549938,0.34330512106504585,0.33172011845631816,0.3316369809077023,0.33177445394339894,0.34353706216575747,0.37430702687473655
2022-01-26,0.40128078983356874,0.5189506756667756,0.5408696460732683,0.5502360897984928,0.5537206217702328,0.5610643584431423,0.5649534968342786,0.5698737646062221,0.5728465691241059,0.5740696803534502,0.5724679298174219,0.571168296848408,0.5727245803038957,0.5713454955368189,0.575290045177191,0.5622973456489893,0.46807355703043724,0.375612707094944,0.35033982112587575,0.3414300880882488,0.34043757760396465,0.34099339701087034,0.3505933172188538,0.3875800186085583
2022-01-27,0.4433480785275269,0.5556425766894643,0.5813685753957348,0.5895572898794156,0.5956912863213775,0.6028168164876431,0.6128743146755451,0.6162160436962459,0.6168500144138577,0.6164168091137137,0.6148844906801422,0.6145190772250562,0.6161531946689464,0.6143017195542209,0.6151136991712854,0.5916868279516785,0.49335765144794064,0.4017135108682603,0.3607424845590755,0.3501178129540574,0.34828436176520533,0.34389473432436674,0.3482994045155429,0.37290493281646486
2022-01-28,0.399857635615713,0.5303429940701028,0.563628475213365,0.5694546648040277,0.567497592268622,0.5686824104992299,0.5662086893347468,0.5662366489140461,0.5646935194629276,0.5639591254302517,0.5617963194868975,0.558125167267732,0.5575324296357121,0.5589492659832597,0.5582031585080123,0.5468209924449532,0.4686978187009619,0.3761566439754987,0.3572795646429497,0.35380302497147775,0.3563519881778705,0.3593742433814146,0.3669398779374591,0.3941339627747678
2022-01-29,0.45017982892347486,0.5222200808987669,0.5452166933752183,0.5497673748661553,0.5513312191482129,0.5549917405612825,0.5596319178851547,0.563505417825196,0.5686636093791891,0.570906891870932,0.570917650073621,0.5694120734094732,0.5688954706929864,0.5657400497801895,0.5629777531410414,0.5492251545535343,0.4812040486965188,0.41755436829431025,0.37744075923876597,0.3629190571796296,0.3564978176427259,0.36206416209824127,0.36981469829682506,0.3976911475703396
2022-01-30,0.48718404713861374,0.5303596305238126,0.5463645253119852,0.5487769563695188,0.5531500385291439,0.5571845915881832,0.5626904073646196,0.5685806335976288,0.5694663442544543,0.5714021663139275,0.5709399860625141,0.5708677234060423,0.572816196559442,0.569446259668496,0.5687907203681094,0.5462271280154781,0.4589547289941846,0.3796814880001452,0.3477004254715518,0.3368277194967823,0.3342098454044208,0.34021772499286707,0.34874090571471655,0.38980155213441614
2022-01-31,0.33309939988693177,0.42899424975821754,0.5097893482123302,0.5229706959237962,0.529474755278947,0.533942904255331,0.5409495752416118,0.5486098762714154,0.5536097534087812,0.5544417822819412,0.5538150961977207,0.552390050420842,0.5510204062974852,0.5513690077292142,0.5504420450016457,0.5330942920322899,0.46546712798316314,0.3902819934729633,0.36547851241058493,0.35328812498209655,0.3536555191892844,0.3558738493905123,0.360651728495281,0.3943823792595642
2022-02-01,0.5135110478420282,0.5391704484872026,0.5510495909166424,0.5520846580206843,0.551836666343968,0.553584084040411,0.5513232971280765,0.5422082590976636,0.5355637502294165,0.532123798800783,0.5299729836279966,0.5303664913505645,0.5335305785855531,0.5363440138391926,0.5331793893402729,0.5241129637404289,0.4415533008231923,0.36375552804235894,0.34080667840250023,0.3311602994738577,0.32864358086073125,0.32845787661034925,0.33230392906844086,0.3543563000053307
2022-02-02,0.3784473042979234,0.45727628085086686,0.4878874450377757,0.5101711897187085,0.512842148716426,0.519399064954717,0.5212123115774556,0.5193724041683585,0.5202752901032668,0.5232808706794061,0.5273183613899093,0.5306863283069716,0.5374269797277419,0.5420083532276553,0.5442978075116414,0.5291723629058159,0.43494791932481075,0.3634464683940472,0.33865523032150086,0.32282074884967205,0.31755570385205506,0.3146082144966809,0.3188981823471886,0.3400133595832678
2022-02-03,0.36644916198823707,0.49571287550865345,0.5196013065358629,0.5193466555347668,0.5226361859655108,0.5283524152799782,0.5322480165842022,0.5391767908374588,0.5418305495005047,0.548606116159005,0.5541152585848158,0.5596702147724474,0.5636216685774572,0.5685497953430387,0.5684420106966641,0.5537005609583527,0.4348921405235307,0.3510265382979105,0.3270520053222925,0.32029307245300204,0.32471777939741,0.32536749917120666,0.3286532365555752,0.36093486180255235
2022-02-04,0.3984409051393458,0.5266238925681724,0.5494560167831203,0.5589051965232571,0.5621583452828852,0.5651485101350565,0.5696278151395769,0.5736463421848359,0.5712370966537968,0.5706500496260402,0.5702375064683586,0.5706706849645667,0.5707638208904418,0.5670005859337683,0.5655817901387696,0.536154159011169,0.41985555081179465,0.3231593085866499,0.308076005965296,0.3026655076150281,0.3028133579290425,0.3033583863474937,0.3099176822057985,0.3380429974592763
2022-02-05,0.35231587775032047,0.4745349521250148,0.527795157415872,0.5304000162572626,0.5370058562724559,0.5424506150629943,0.5522658468189993,0.554225460303819,0.5531022109960627,0.5513160562739183,0.5531316909038873,0.55239908834989,0.5523187889357172,0.552407982905615,0.5480365421707325,0.5044478719557508,0.38126079550538716,0.2980021291714279,0.2789506010255027,0.27408797399902113,0.270123119344081,0.27058481359439207,0.27295754574416226,0.29351427378069844
2022-02-06,0.33504910554191186,0.433438887808445,0.4907993024314793,0.5022973716999284,0.5004401475789548,0.5026642783563906,0.5017145491113666,0.4969864332405734,0.49051919140418315,0.48781640931753223,0.48552734491089955,0.4880946217044064,0.49089053963442575,0.4916999080786312,0.48640408031692933,0.4368480834305481,0.3368516660344687,0.2741185317235228,0.25506612587445904,0.25028862587217304,0.25019883097696327,0.25202869587338617,0.2557810962460946,0.2818659975621675
2022-02-07,0.31210100633445825,0.4220864210681634,0.49740754778440077,0.513506372832145,0.516719093969278,0.5166277284532272,0.516628946370932,0.5168966761773178,0.5191089246347681,0.5204469208459874,0.5162499726692638,0.5164776757461882,0.5164119478276874,0.517078625116255,0.5181923774903361,0.5026453377689803,0.3969805717195419,0.31681304211708033,0.2986344612385947,0.292817970166551,0.28889458033470444,0.28810375302948515,0.291843172268107,0.31750700419881617
2022-02-08,0.371035873361621,0.5045102472880316,0.530670361869596,0.5467528948861885,0.5533166936830095,0.5605504850120792,0.5644729667783975,0.5645981806193414,0.5646831664553625,0.5609341759694164,0.5551730564560483,0.5524223553107801,0.5548799423400382,0.5539559715904587,0.5483893067816819,0.5159725748888419,0.41231003018042717,0.33386540918764346,0.3098551385838018,0.3008739147679997,0.30072105804013916,0.30431825811553787,0.3117400917160272,0.33399746966248994
2022-02-09,0.35695240921449456,0.48092012248932964,0.528457381145152,0.5324063124517178,0.5336487798761942,0.5412154628389229,0.5460816692798158,0.5506679297218177,0.5540869988523878,0.5533721892231854,0.553777317182726,0.5537429485245401,0.5506702745601846,0.5459439124682385,0.5404139417649427,0.5062839368489258,0.3974634085407583,0.3142998638863028,0.29063662246398114,0.2813324302001492,0.28102047980435485,0.28274950780871966,0.2845575739861523,0.30521794029151744
2022-02-10,0.36340056426485895,0.4926481341605926,0.5291550538200168,0.534961364287043,0.5333845349097189,0.5390485438212451,0.5409325888827171,0.5404981987310405,0.5369630910636181,0.5355073034263088,0.5353377555118234,0.5352180980977148,0.5344624795266838,0.5340523024179165,0.5216503021938399,0.48318086277757577,0.3691033100723515,0.2892832742870695,0.2692994175714262,0.2655997523526604,0.2673081870008064,0.27022938430400695,0.27401208644860425,0.29419240120627865
